"ID","new_user","country","age","source","pages_visited"
292788,"Yes","GBR",34,"ads",5
292789,"Yes","USA",19,"SEO",3
292790,"No","CHN",23,"ads",2
292791,"No","CHN",35,"ads",4
292792,"Yes","CHN",48,"SEO",4
292793,"Yes","CHN",46,"SEO",5
292794,"No","USA",23,"ads",4
292795,"No","USA",30,"SEO",1
292796,"No","USA",30,"ads",3
292797,"No","USA",25,"SEO",7
292798,"Yes","USA",32,"SEO",5
292799,"Yes","USA",39,"ads",3
292800,"No","CHN",32,"SEO",4
292801,"Yes","CHN",31,"SEO",9
292802,"No","GBR",24,"ads",9
292803,"No","USA",21,"SEO",6
292804,"Yes","USA",24,"SEO",2
292805,"Yes","GBR",35,"SEO",1
292806,"Yes","DEU",26,"SEO",13
292807,"No","CHN",23,"direct",1
292808,"Yes","GBR",34,"ads",5
292809,"No","GBR",17,"SEO",2
292810,"Yes","USA",22,"SEO",8
292811,"Yes","USA",20,"SEO",4
292812,"No","CHN",17,"SEO",2
292813,"Yes","CHN",32,"ads",3
292814,"Yes","DEU",38,"ads",3
292815,"Yes","USA",27,"ads",6
292816,"Yes","CHN",32,"direct",3
292817,"Yes","DEU",31,"SEO",2
292818,"Yes","USA",29,"SEO",4
292819,"Yes","USA",29,"SEO",1
292820,"Yes","GBR",28,"SEO",3
292821,"Yes","GBR",27,"ads",5
292822,"Yes","GBR",29,"direct",10
292823,"Yes","USA",42,"ads",1
292824,"Yes","USA",43,"direct",3
292825,"No","USA",37,"ads",2
292826,"Yes","USA",35,"SEO",3
292827,"No","GBR",48,"SEO",5
292828,"Yes","USA",22,"direct",2
292829,"No","USA",17,"direct",5
292830,"Yes","USA",37,"SEO",6
292831,"No","DEU",40,"direct",4
292832,"Yes","USA",33,"ads",5
292833,"Yes","USA",19,"ads",15
292834,"Yes","USA",21,"SEO",5
292835,"No","DEU",34,"ads",8
292836,"No","DEU",31,"SEO",2
292837,"Yes","CHN",27,"direct",6
292838,"Yes","CHN",22,"SEO",1
292839,"Yes","CHN",33,"ads",4
292840,"No","USA",43,"SEO",2
292841,"Yes","USA",22,"ads",3
292842,"No","GBR",31,"SEO",4
292843,"Yes","USA",50,"direct",7
292844,"Yes","USA",56,"SEO",3
292845,"Yes","USA",41,"SEO",2
292846,"Yes","USA",39,"ads",4
292847,"Yes","CHN",24,"direct",1
292848,"Yes","USA",30,"ads",2
292849,"Yes","USA",39,"SEO",7
292850,"Yes","USA",30,"SEO",10
292851,"Yes","GBR",24,"direct",6
292852,"No","USA",32,"ads",5
292853,"Yes","USA",43,"SEO",3
292854,"Yes","USA",36,"direct",3
292855,"Yes","USA",36,"SEO",7
292856,"Yes","USA",47,"direct",4
292857,"No","USA",41,"ads",8
292858,"No","CHN",47,"SEO",2
292859,"Yes","USA",36,"direct",6
292860,"Yes","USA",25,"SEO",8
292861,"Yes","CHN",27,"ads",1
292862,"Yes","USA",28,"SEO",6
292863,"Yes","USA",39,"direct",5
292864,"No","CHN",24,"ads",5
292865,"Yes","USA",35,"SEO",3
292866,"Yes","USA",21,"ads",7
292867,"Yes","USA",30,"SEO",1
292868,"Yes","GBR",41,"SEO",6
292869,"Yes","USA",31,"direct",2
292870,"No","CHN",32,"SEO",4
292871,"Yes","GBR",36,"direct",2
292872,"No","CHN",28,"ads",4
292873,"No","GBR",21,"SEO",2
292874,"No","USA",22,"SEO",3
292875,"Yes","USA",23,"ads",5
292876,"No","USA",35,"SEO",1
292877,"Yes","CHN",28,"direct",2
292878,"Yes","CHN",35,"SEO",6
292879,"No","GBR",28,"ads",5
292880,"Yes","USA",28,"direct",4
292881,"No","USA",21,"SEO",2
292882,"Yes","USA",39,"SEO",4
292883,"No","USA",33,"direct",4
292884,"Yes","USA",27,"SEO",7
292885,"No","USA",20,"direct",14
292886,"Yes","DEU",39,"direct",7
292887,"Yes","DEU",26,"SEO",9
292888,"Yes","GBR",24,"SEO",6
292889,"Yes","USA",26,"SEO",3
292890,"Yes","USA",30,"SEO",1
292891,"No","USA",19,"SEO",5
292892,"Yes","CHN",31,"direct",2
292893,"No","USA",26,"SEO",7
292894,"No","USA",37,"ads",8
292895,"No","USA",31,"SEO",2
292896,"Yes","USA",31,"ads",6
292897,"Yes","CHN",46,"SEO",4
292898,"Yes","USA",24,"direct",7
292899,"No","USA",30,"direct",3
292900,"Yes","DEU",26,"ads",6
292901,"Yes","USA",34,"SEO",7
292902,"Yes","USA",32,"ads",13
292903,"No","CHN",19,"SEO",1
292904,"Yes","CHN",39,"ads",6
292905,"Yes","USA",22,"SEO",8
292906,"No","CHN",17,"SEO",2
292907,"Yes","USA",31,"SEO",4
292908,"Yes","CHN",29,"ads",8
292909,"Yes","USA",19,"SEO",4
292910,"No","USA",32,"direct",4
292911,"Yes","USA",21,"ads",5
292912,"Yes","CHN",28,"direct",1
292913,"No","USA",29,"SEO",6
292914,"Yes","USA",33,"ads",5
292915,"No","USA",17,"SEO",19
292916,"No","USA",36,"SEO",2
292917,"Yes","USA",21,"SEO",4
292918,"Yes","USA",30,"ads",5
292919,"No","DEU",33,"SEO",1
292920,"Yes","CHN",31,"direct",6
292921,"No","USA",29,"direct",10
292922,"No","CHN",43,"SEO",1
292923,"No","CHN",26,"SEO",8
292924,"Yes","CHN",33,"direct",2
292925,"Yes","USA",34,"direct",2
292926,"Yes","GBR",17,"ads",10
292927,"Yes","CHN",46,"direct",3
292928,"Yes","USA",31,"SEO",2
292929,"No","USA",31,"SEO",1
292930,"Yes","USA",30,"direct",7
292931,"Yes","USA",46,"direct",7
292932,"No","GBR",18,"SEO",5
292933,"No","USA",24,"direct",2
292934,"Yes","CHN",28,"ads",6
292935,"Yes","CHN",25,"SEO",6
292936,"Yes","USA",23,"ads",5
292937,"Yes","CHN",27,"SEO",2
292938,"Yes","DEU",38,"direct",5
292939,"No","USA",23,"direct",2
292940,"Yes","GBR",22,"SEO",5
292941,"Yes","GBR",31,"direct",2
292942,"Yes","USA",25,"direct",1
292943,"Yes","CHN",44,"SEO",2
292944,"Yes","CHN",18,"ads",7
292945,"No","GBR",36,"direct",2
292946,"Yes","USA",28,"ads",4
292947,"No","USA",17,"ads",2
292948,"No","USA",36,"direct",5
292949,"Yes","CHN",25,"direct",6
292950,"Yes","CHN",42,"ads",5
292951,"Yes","USA",33,"SEO",1
292952,"No","CHN",32,"SEO",7
292953,"Yes","CHN",30,"direct",5
292954,"No","USA",35,"SEO",3
292955,"Yes","CHN",37,"SEO",3
292956,"No","USA",25,"SEO",4
292957,"Yes","CHN",48,"direct",5
292958,"No","USA",18,"direct",4
292959,"Yes","USA",36,"ads",2
292960,"Yes","USA",29,"ads",2
292961,"Yes","USA",18,"ads",13
292962,"Yes","USA",40,"ads",2
292963,"Yes","USA",39,"SEO",3
292964,"Yes","GBR",23,"SEO",7
292965,"Yes","USA",38,"direct",4
292966,"No","USA",38,"SEO",8
292967,"No","USA",32,"SEO",4
292968,"Yes","GBR",31,"ads",4
292969,"Yes","USA",17,"direct",6
292970,"No","CHN",40,"SEO",5
292971,"No","USA",19,"SEO",2
292972,"No","GBR",25,"ads",16
292973,"Yes","GBR",34,"ads",5
292974,"Yes","USA",18,"direct",2
292975,"No","USA",17,"SEO",12
292976,"No","USA",21,"ads",4
292977,"No","USA",48,"direct",9
292978,"Yes","GBR",41,"ads",13
292979,"No","USA",29,"ads",2
292980,"Yes","USA",29,"direct",3
292981,"Yes","USA",42,"direct",4
292982,"Yes","USA",29,"direct",5
292983,"Yes","USA",19,"ads",6
292984,"Yes","USA",44,"ads",8
292985,"Yes","USA",29,"SEO",3
292986,"Yes","CHN",26,"SEO",2
292987,"Yes","GBR",24,"SEO",1
292988,"No","USA",49,"direct",2
292989,"Yes","USA",24,"SEO",2
292990,"No","DEU",38,"direct",5
292991,"No","CHN",32,"direct",3
292992,"No","USA",31,"ads",1
292993,"Yes","CHN",33,"ads",7
292994,"No","USA",49,"ads",6
292995,"No","CHN",33,"SEO",12
292996,"Yes","USA",36,"direct",9
292997,"Yes","DEU",38,"SEO",6
292998,"No","CHN",34,"ads",1
292999,"Yes","CHN",24,"direct",5
293000,"Yes","USA",30,"SEO",2
293001,"Yes","CHN",17,"SEO",5
293002,"No","CHN",17,"SEO",6
293003,"No","GBR",24,"ads",11
293004,"Yes","USA",37,"SEO",1
293005,"Yes","USA",30,"SEO",7
293006,"No","CHN",25,"SEO",2
293007,"Yes","USA",39,"direct",3
293008,"Yes","USA",27,"SEO",2
293009,"No","GBR",29,"SEO",7
293010,"No","USA",38,"ads",1
293011,"Yes","USA",19,"SEO",4
293012,"Yes","USA",27,"ads",9
293013,"Yes","USA",27,"SEO",9
293014,"No","CHN",55,"direct",9
293015,"No","USA",28,"direct",1
293016,"Yes","GBR",31,"ads",9
293017,"No","CHN",28,"ads",4
293018,"No","USA",25,"direct",14
293019,"No","USA",31,"direct",6
293020,"Yes","CHN",41,"SEO",13
293021,"No","USA",29,"SEO",12
293022,"No","CHN",17,"SEO",8
293023,"No","USA",36,"SEO",4
293024,"Yes","CHN",19,"SEO",1
293025,"Yes","USA",26,"SEO",6
293026,"Yes","CHN",28,"SEO",2
293027,"Yes","CHN",49,"direct",3
293028,"Yes","USA",34,"SEO",4
293029,"Yes","USA",32,"direct",9
293030,"Yes","GBR",17,"SEO",1
293031,"Yes","USA",27,"SEO",3
293032,"Yes","USA",23,"ads",2
293033,"Yes","USA",52,"direct",2
293034,"No","CHN",37,"ads",2
293035,"No","USA",44,"SEO",4
293036,"Yes","DEU",41,"SEO",7
293037,"Yes","USA",41,"ads",11
293038,"Yes","DEU",35,"ads",1
293039,"Yes","GBR",32,"direct",5
293040,"No","CHN",31,"ads",5
293041,"Yes","USA",33,"SEO",6
293042,"Yes","USA",27,"SEO",8
293043,"Yes","USA",40,"SEO",7
293044,"Yes","GBR",19,"SEO",3
293045,"Yes","USA",31,"SEO",1
293046,"No","DEU",45,"SEO",1
293047,"Yes","CHN",42,"direct",5
293048,"Yes","GBR",34,"direct",1
293049,"Yes","USA",40,"SEO",1
293050,"No","GBR",30,"direct",3
293051,"Yes","CHN",23,"SEO",5
293052,"Yes","USA",30,"direct",3
293053,"Yes","USA",18,"SEO",4
293054,"No","USA",41,"SEO",3
293055,"No","CHN",28,"direct",6
293056,"Yes","CHN",34,"SEO",5
293057,"No","USA",37,"ads",3
293058,"Yes","USA",30,"SEO",6
293059,"Yes","USA",27,"ads",2
293060,"Yes","USA",41,"direct",1
293061,"No","USA",23,"direct",4
293062,"Yes","USA",35,"ads",2
293063,"Yes","USA",26,"SEO",2
293064,"Yes","USA",33,"SEO",6
293065,"No","DEU",18,"SEO",11
293066,"Yes","CHN",36,"ads",9
293067,"Yes","CHN",23,"ads",2
293068,"Yes","USA",25,"direct",7
293069,"Yes","CHN",36,"direct",8
293070,"Yes","USA",39,"ads",4
293071,"No","CHN",25,"ads",9
293072,"No","USA",43,"SEO",1
293073,"Yes","USA",33,"ads",3
293074,"No","DEU",27,"direct",5
293075,"No","USA",41,"ads",11
293076,"Yes","CHN",32,"ads",2
293077,"No","CHN",35,"SEO",1
293078,"No","USA",19,"SEO",3
293079,"Yes","GBR",20,"ads",2
293080,"Yes","USA",35,"SEO",3
293081,"Yes","USA",19,"ads",3
293082,"No","USA",25,"SEO",3
293083,"Yes","USA",17,"SEO",2
293084,"Yes","USA",29,"ads",1
293085,"Yes","USA",27,"direct",7
293086,"No","GBR",17,"ads",5
293087,"Yes","GBR",25,"ads",1
293088,"Yes","GBR",31,"SEO",3
293089,"Yes","USA",35,"SEO",13
293090,"Yes","CHN",31,"ads",11
293091,"Yes","USA",26,"SEO",2
293092,"Yes","CHN",27,"SEO",3
293093,"Yes","USA",33,"SEO",7
293094,"Yes","USA",34,"direct",7
293095,"No","USA",34,"SEO",3
293096,"Yes","USA",27,"direct",8
293097,"No","USA",28,"direct",14
293098,"Yes","CHN",33,"direct",8
293099,"No","GBR",49,"SEO",5
293100,"No","GBR",36,"direct",13
293101,"Yes","USA",26,"direct",2
293102,"Yes","USA",18,"SEO",1
293103,"Yes","CHN",38,"ads",1
293104,"Yes","USA",35,"ads",7
293105,"Yes","DEU",40,"SEO",3
293106,"Yes","USA",42,"SEO",3
293107,"Yes","USA",27,"direct",4
293108,"No","USA",22,"SEO",1
293109,"No","GBR",27,"SEO",3
293110,"Yes","USA",25,"ads",1
293111,"Yes","USA",49,"SEO",5
293112,"Yes","USA",22,"SEO",1
293113,"Yes","USA",38,"direct",5
293114,"Yes","USA",24,"SEO",5
293115,"Yes","CHN",44,"direct",1
293116,"Yes","GBR",45,"SEO",13
293117,"Yes","USA",32,"SEO",8
293118,"Yes","CHN",32,"direct",3
293119,"No","USA",28,"ads",6
293120,"No","USA",31,"SEO",5
293121,"No","USA",18,"direct",8
293122,"No","CHN",30,"ads",4
293123,"Yes","USA",23,"ads",6
293124,"Yes","CHN",30,"SEO",5
293125,"Yes","GBR",31,"SEO",2
293126,"Yes","DEU",24,"SEO",1
293127,"Yes","GBR",39,"SEO",4
293128,"Yes","CHN",28,"direct",2
293129,"Yes","USA",43,"SEO",5
293130,"Yes","CHN",25,"ads",3
293131,"Yes","USA",40,"direct",6
293132,"Yes","USA",22,"direct",3
293133,"Yes","USA",23,"SEO",7
293134,"No","USA",20,"ads",20
293135,"Yes","USA",40,"ads",6
293136,"No","USA",24,"direct",1
293137,"No","USA",27,"direct",4
293138,"Yes","GBR",31,"ads",4
293139,"No","CHN",36,"SEO",2
293140,"Yes","CHN",35,"ads",3
293141,"No","DEU",25,"SEO",11
293142,"No","USA",31,"ads",1
293143,"No","CHN",37,"SEO",1
293144,"Yes","CHN",23,"SEO",7
293145,"Yes","USA",22,"direct",1
293146,"Yes","USA",35,"SEO",5
293147,"Yes","USA",40,"SEO",3
293148,"Yes","USA",38,"direct",10
293149,"Yes","USA",26,"direct",14
293150,"Yes","USA",39,"SEO",1
293151,"Yes","USA",23,"SEO",1
293152,"Yes","USA",26,"SEO",7
293153,"Yes","USA",47,"direct",3
293154,"Yes","CHN",29,"direct",5
293155,"Yes","USA",28,"SEO",15
293156,"Yes","CHN",32,"direct",3
293157,"Yes","GBR",26,"SEO",6
293158,"Yes","USA",26,"SEO",3
293159,"No","USA",33,"SEO",6
293160,"No","USA",19,"SEO",9
293161,"Yes","USA",47,"ads",5
293162,"No","CHN",48,"ads",4
293163,"Yes","GBR",21,"SEO",2
293164,"No","USA",22,"SEO",1
293165,"Yes","USA",20,"ads",10
293166,"No","CHN",29,"SEO",1
293167,"No","USA",25,"SEO",4
293168,"No","USA",25,"ads",3
293169,"Yes","USA",34,"SEO",5
293170,"No","USA",43,"SEO",11
293171,"Yes","GBR",24,"ads",7
293172,"Yes","USA",26,"direct",1
293173,"Yes","USA",33,"direct",9
293174,"No","USA",26,"SEO",1
293175,"No","USA",23,"SEO",3
293176,"Yes","USA",44,"direct",2
293177,"No","GBR",24,"SEO",1
293178,"Yes","CHN",26,"direct",4
293179,"Yes","USA",32,"SEO",7
293180,"No","USA",45,"direct",1
293181,"Yes","USA",42,"SEO",5
293182,"Yes","USA",25,"SEO",7
293183,"No","USA",27,"ads",8
293184,"Yes","CHN",20,"ads",2
293185,"Yes","CHN",35,"ads",6
293186,"No","GBR",29,"ads",19
293187,"Yes","USA",40,"direct",6
293188,"No","USA",41,"SEO",5
293189,"No","USA",25,"ads",9
293190,"Yes","GBR",26,"ads",6
293191,"Yes","USA",22,"direct",3
293192,"No","USA",29,"SEO",4
293193,"Yes","GBR",22,"ads",6
293194,"No","USA",43,"SEO",3
293195,"Yes","USA",25,"SEO",12
293196,"Yes","GBR",23,"SEO",2
293197,"No","USA",27,"direct",6
293198,"No","CHN",25,"SEO",3
293199,"Yes","CHN",42,"SEO",3
293200,"No","DEU",34,"SEO",3
293201,"No","GBR",25,"SEO",9
293202,"No","GBR",29,"SEO",6
293203,"Yes","CHN",24,"SEO",2
293204,"Yes","USA",25,"ads",6
293205,"Yes","GBR",23,"ads",7
293206,"Yes","USA",38,"direct",2
293207,"Yes","USA",35,"direct",1
293208,"No","USA",24,"direct",6
293209,"Yes","USA",25,"ads",5
293210,"Yes","USA",35,"SEO",8
293211,"No","USA",49,"SEO",11
293212,"No","USA",24,"SEO",5
293213,"Yes","USA",50,"direct",2
293214,"Yes","CHN",29,"ads",1
293215,"No","GBR",26,"ads",7
293216,"No","USA",25,"direct",7
293217,"Yes","CHN",31,"SEO",4
293218,"No","USA",20,"direct",10
293219,"No","GBR",37,"direct",8
293220,"Yes","GBR",37,"SEO",11
293221,"Yes","CHN",22,"SEO",2
293222,"No","USA",27,"direct",1
293223,"No","DEU",18,"direct",5
293224,"No","USA",32,"SEO",7
293225,"Yes","GBR",20,"direct",2
293226,"No","GBR",28,"ads",4
293227,"Yes","USA",39,"direct",6
293228,"No","DEU",17,"direct",6
293229,"Yes","USA",39,"SEO",1
293230,"Yes","CHN",28,"ads",10
293231,"Yes","USA",39,"SEO",1
293232,"Yes","USA",21,"ads",5
293233,"Yes","GBR",28,"SEO",2
293234,"Yes","GBR",20,"SEO",1
293235,"Yes","DEU",29,"direct",3
293236,"Yes","USA",29,"SEO",7
293237,"No","USA",24,"SEO",8
293238,"No","CHN",35,"SEO",8
293239,"No","CHN",34,"direct",5
293240,"Yes","USA",32,"ads",6
293241,"Yes","USA",27,"ads",1
293242,"Yes","USA",30,"SEO",10
293243,"Yes","CHN",37,"SEO",1
293244,"No","USA",41,"SEO",2
293245,"No","USA",49,"direct",4
293246,"Yes","GBR",39,"SEO",5
293247,"Yes","GBR",34,"ads",1
293248,"No","CHN",47,"SEO",5
293249,"No","USA",41,"ads",1
293250,"Yes","CHN",41,"direct",4
293251,"Yes","CHN",20,"SEO",4
293252,"No","USA",22,"ads",2
293253,"Yes","USA",38,"ads",5
293254,"No","CHN",18,"ads",3
293255,"Yes","USA",21,"SEO",1
293256,"Yes","CHN",27,"SEO",3
293257,"No","USA",38,"SEO",9
293258,"No","GBR",39,"SEO",4
293259,"Yes","USA",40,"ads",1
293260,"Yes","GBR",49,"direct",4
293261,"No","USA",29,"direct",5
293262,"Yes","USA",47,"ads",1
293263,"Yes","CHN",20,"ads",4
293264,"Yes","USA",34,"direct",7
293265,"Yes","USA",33,"ads",3
293266,"Yes","GBR",28,"ads",8
293267,"No","CHN",31,"direct",1
293268,"Yes","USA",32,"ads",1
293269,"Yes","USA",46,"direct",6
293270,"Yes","USA",32,"ads",4
293271,"Yes","USA",21,"direct",2
293272,"No","CHN",41,"direct",4
293273,"Yes","CHN",34,"ads",3
293274,"No","CHN",26,"SEO",2
293275,"No","USA",35,"SEO",2
293276,"No","GBR",19,"ads",5
293277,"Yes","CHN",42,"ads",4
293278,"Yes","USA",27,"direct",3
293279,"Yes","CHN",19,"direct",3
293280,"Yes","USA",34,"ads",8
293281,"Yes","CHN",39,"ads",1
293282,"No","USA",41,"SEO",2
293283,"No","USA",22,"SEO",5
293284,"No","USA",40,"SEO",5
293285,"Yes","USA",33,"direct",7
293286,"Yes","DEU",26,"ads",2
293287,"Yes","USA",27,"SEO",2
293288,"No","USA",30,"SEO",2
293289,"Yes","CHN",30,"ads",1
293290,"Yes","USA",36,"direct",5
293291,"No","GBR",23,"SEO",5
293292,"Yes","GBR",27,"SEO",3
293293,"Yes","CHN",28,"ads",2
293294,"No","USA",30,"ads",3
293295,"Yes","GBR",21,"ads",4
293296,"Yes","USA",35,"direct",1
293297,"Yes","CHN",40,"SEO",7
293298,"No","GBR",28,"direct",9
293299,"Yes","USA",25,"ads",6
293300,"No","DEU",33,"direct",5
293301,"Yes","USA",33,"SEO",7
293302,"Yes","CHN",34,"SEO",3
293303,"Yes","USA",38,"ads",5
293304,"Yes","USA",32,"ads",4
293305,"No","CHN",41,"SEO",2
293306,"Yes","USA",38,"SEO",4
293307,"No","USA",37,"direct",12
293308,"Yes","USA",18,"ads",5
293309,"Yes","USA",38,"SEO",9
293310,"Yes","USA",36,"ads",9
293311,"Yes","USA",41,"SEO",1
293312,"Yes","USA",17,"SEO",7
293313,"Yes","USA",19,"ads",5
293314,"No","CHN",27,"SEO",2
293315,"Yes","CHN",22,"SEO",3
293316,"Yes","GBR",23,"SEO",8
293317,"Yes","USA",19,"direct",2
293318,"No","CHN",34,"ads",3
293319,"Yes","CHN",45,"SEO",5
293320,"Yes","USA",17,"SEO",2
293321,"Yes","USA",22,"ads",9
293322,"Yes","USA",29,"direct",1
293323,"Yes","USA",21,"SEO",1
293324,"No","USA",40,"direct",2
293325,"Yes","USA",33,"ads",11
293326,"No","USA",40,"SEO",2
293327,"Yes","USA",44,"ads",6
293328,"Yes","USA",25,"ads",3
293329,"Yes","USA",24,"ads",3
293330,"No","CHN",26,"ads",5
293331,"No","USA",23,"ads",2
293332,"Yes","USA",23,"ads",7
293333,"Yes","CHN",20,"SEO",8
293334,"Yes","GBR",20,"SEO",5
293335,"No","GBR",35,"SEO",2
293336,"No","USA",21,"SEO",15
293337,"Yes","USA",26,"SEO",8
293338,"No","GBR",21,"direct",3
293339,"Yes","USA",40,"SEO",6
293340,"Yes","GBR",19,"SEO",15
293341,"Yes","USA",47,"SEO",3
293342,"Yes","USA",31,"SEO",4
293343,"Yes","USA",39,"direct",7
293344,"Yes","DEU",19,"SEO",4
293345,"Yes","GBR",27,"ads",8
293346,"Yes","GBR",22,"SEO",5
293347,"Yes","USA",42,"direct",4
293348,"No","USA",32,"direct",9
293349,"Yes","USA",22,"SEO",2
293350,"Yes","USA",32,"direct",7
293351,"No","GBR",40,"ads",9
293352,"Yes","CHN",39,"SEO",4
293353,"No","CHN",33,"SEO",1
293354,"Yes","GBR",21,"ads",15
293355,"No","CHN",41,"ads",4
293356,"No","CHN",23,"ads",3
293357,"Yes","USA",26,"ads",3
293358,"Yes","USA",35,"direct",12
293359,"Yes","GBR",35,"ads",5
293360,"Yes","CHN",28,"direct",7
293361,"Yes","USA",21,"SEO",3
293362,"Yes","USA",39,"SEO",7
293363,"No","USA",38,"direct",8
293364,"No","CHN",38,"SEO",6
293365,"Yes","CHN",31,"SEO",8
293366,"No","USA",46,"ads",2
293367,"Yes","CHN",25,"ads",8
293368,"No","USA",35,"SEO",5
293369,"No","USA",20,"ads",6
293370,"Yes","GBR",33,"direct",4
293371,"Yes","CHN",17,"SEO",7
293372,"Yes","USA",42,"direct",3
293373,"Yes","GBR",24,"SEO",4
293374,"Yes","USA",35,"ads",1
293375,"Yes","CHN",28,"SEO",2
293376,"Yes","DEU",32,"direct",7
293377,"Yes","USA",23,"ads",5
293378,"No","USA",18,"SEO",1
293379,"Yes","USA",38,"SEO",1
293380,"Yes","USA",31,"SEO",1
293381,"Yes","USA",49,"direct",9
293382,"Yes","CHN",30,"ads",7
293383,"No","USA",21,"direct",4
293384,"No","USA",36,"ads",3
293385,"Yes","CHN",26,"SEO",3
293386,"Yes","CHN",32,"SEO",4
293387,"No","USA",34,"SEO",4
293388,"Yes","USA",32,"direct",11
293389,"Yes","USA",28,"direct",3
293390,"No","USA",20,"SEO",9
293391,"No","DEU",36,"ads",4
293392,"Yes","CHN",27,"SEO",4
293393,"Yes","USA",30,"ads",3
293394,"Yes","CHN",31,"direct",6
293395,"Yes","USA",29,"direct",1
293396,"No","CHN",23,"direct",8
293397,"No","USA",28,"direct",1
293398,"Yes","CHN",33,"SEO",4
293399,"Yes","USA",24,"ads",2
293400,"Yes","USA",42,"ads",4
293401,"No","USA",48,"ads",6
293402,"No","DEU",33,"ads",2
293403,"Yes","USA",32,"SEO",1
293404,"No","USA",19,"ads",1
293405,"Yes","USA",39,"SEO",3
293406,"Yes","USA",20,"ads",4
293407,"Yes","CHN",21,"ads",2
293408,"No","CHN",39,"ads",5
293409,"Yes","USA",33,"SEO",6
293410,"No","USA",37,"SEO",9
293411,"Yes","USA",43,"SEO",5
293412,"Yes","USA",34,"SEO",5
293413,"No","GBR",17,"SEO",10
293414,"Yes","GBR",44,"SEO",3
293415,"No","USA",18,"direct",2
293416,"No","USA",39,"SEO",4
293417,"Yes","GBR",32,"direct",3
293418,"Yes","CHN",26,"ads",5
293419,"No","GBR",27,"direct",11
293420,"No","USA",23,"direct",2
293421,"Yes","USA",18,"SEO",5
293422,"No","CHN",18,"SEO",4
293423,"Yes","USA",25,"SEO",4
293424,"Yes","USA",21,"SEO",6
293425,"No","CHN",39,"direct",2
293426,"No","CHN",51,"ads",5
293427,"Yes","USA",26,"direct",7
293428,"No","CHN",18,"SEO",6
293429,"Yes","USA",30,"ads",3
293430,"Yes","CHN",29,"ads",1
293431,"Yes","CHN",21,"ads",12
293432,"Yes","CHN",31,"SEO",3
293433,"Yes","DEU",42,"direct",20
293434,"Yes","DEU",22,"ads",4
293435,"No","USA",32,"direct",7
293436,"Yes","USA",39,"ads",1
293437,"Yes","USA",28,"direct",6
293438,"Yes","GBR",45,"direct",7
293439,"Yes","USA",20,"SEO",5
293440,"Yes","DEU",25,"SEO",1
293441,"No","DEU",32,"direct",5
293442,"No","GBR",51,"SEO",3
293443,"Yes","GBR",34,"direct",4
293444,"Yes","USA",44,"SEO",6
293445,"No","USA",24,"ads",12
293446,"Yes","CHN",25,"direct",2
293447,"Yes","USA",26,"direct",3
293448,"No","USA",24,"SEO",4
293449,"Yes","USA",30,"SEO",8
293450,"Yes","CHN",35,"SEO",4
293451,"Yes","USA",31,"SEO",2
293452,"No","GBR",24,"ads",1
293453,"No","USA",28,"SEO",2
293454,"No","USA",32,"direct",1
293455,"No","USA",43,"ads",6
293456,"No","GBR",38,"ads",6
293457,"Yes","USA",24,"SEO",2
293458,"No","GBR",34,"direct",4
293459,"Yes","CHN",27,"SEO",5
293460,"No","USA",28,"SEO",7
293461,"No","GBR",27,"SEO",11
293462,"Yes","USA",21,"ads",6
293463,"Yes","USA",23,"SEO",9
293464,"No","USA",37,"SEO",3
293465,"Yes","USA",29,"ads",2
293466,"Yes","USA",35,"SEO",2
293467,"Yes","CHN",36,"SEO",3
293468,"Yes","USA",33,"direct",2
293469,"Yes","USA",51,"ads",4
293470,"Yes","GBR",27,"ads",3
293471,"Yes","CHN",35,"SEO",4
293472,"No","CHN",29,"SEO",6
293473,"Yes","GBR",40,"SEO",4
293474,"No","CHN",39,"direct",1
293475,"No","USA",27,"SEO",1
293476,"Yes","USA",27,"direct",2
293477,"Yes","USA",50,"direct",3
293478,"Yes","DEU",37,"SEO",2
293479,"Yes","USA",22,"ads",12
293480,"Yes","USA",36,"SEO",16
293481,"Yes","CHN",38,"SEO",5
293482,"Yes","USA",25,"direct",5
293483,"No","USA",35,"ads",5
293484,"Yes","USA",19,"SEO",6
293485,"Yes","USA",21,"direct",2
293486,"Yes","USA",23,"ads",2
293487,"No","USA",47,"SEO",7
293488,"Yes","USA",28,"SEO",1
293489,"Yes","CHN",23,"ads",1
293490,"Yes","USA",26,"direct",6
293491,"Yes","USA",26,"ads",3
293492,"Yes","USA",27,"SEO",9
293493,"Yes","USA",36,"ads",6
293494,"Yes","USA",39,"ads",7
293495,"Yes","CHN",25,"ads",1
293496,"Yes","USA",21,"direct",2
293497,"Yes","CHN",25,"SEO",6
293498,"Yes","USA",34,"ads",2
293499,"No","USA",22,"ads",15
293500,"No","USA",31,"SEO",19
293501,"No","GBR",34,"SEO",6
293502,"Yes","USA",24,"SEO",1
293503,"No","CHN",30,"SEO",5
293504,"Yes","USA",35,"SEO",2
293505,"No","CHN",37,"SEO",9
293506,"Yes","CHN",42,"ads",1
293507,"No","USA",17,"direct",6
293508,"Yes","USA",21,"SEO",5
293509,"Yes","USA",27,"SEO",6
293510,"Yes","USA",29,"SEO",5
293511,"No","USA",33,"ads",13
293512,"Yes","CHN",34,"direct",6
293513,"No","USA",35,"ads",2
293514,"Yes","CHN",25,"direct",1
293515,"No","USA",25,"ads",12
293516,"No","USA",33,"ads",5
